ResponseId,qid,res,Qlevel,was_rev,freDelta,fkglDelta,from.text,to.text,from.FRE,from.FKG,to.FRE,to.FKG
R_ZpEApncngPZN9Rf,5eb23455deb70a6af2250d84,Somewhat agree,Master's degree,True,-21.888764491929976,6.779461241191182,"In most cases, the change occurred in the form of a comment update (113), while in a few cases (12) a new comment was added. We observed three main reasons why developers update comments: (i) the comment wrongly describes the application logic (35), due to an error done when the comment was written in the first place or to an inconsistency introduced during the code evolution (in these cases we were not able to trace back to the specific cause of the problem); (ii) the comment needs to be updated as a consequence of a new implementation logic (25); (iii) the comment is improved to explain the actual implementation in more details (53).","In most cases, a change occurred in a comment update (113), while in a few cases (12) a new comment was added. For updates, which were in most cases closely related to an inconsistency, we observed three main reasons why developers updated comments: (i) the comment was wrong before (35) (i.e., it was already wrong when it was first added, or it became outdated after a change), (ii) they updated the comment together/following a new implementation (25), (iii) they wanted to explain the actual implementation (53) in more detail.",41.86391509433963,14.003490566037737,19.975150602409656,20.78295180722892
R_2sbbcOtHAuRI4I9,5eb23455deb70a6af2250d84,Strongly disagree,PhD,True,-21.888764491929976,6.779461241191182,"In most cases, the change occurred in the form of a comment update (113), while in a few cases (12) a new comment was added. We observed three main reasons why developers update comments: (i) the comment wrongly describes the application logic (35), due to an error done when the comment was written in the first place or to an inconsistency introduced during the code evolution (in these cases we were not able to trace back to the specific cause of the problem); (ii) the comment needs to be updated as a consequence of a new implementation logic (25); (iii) the comment is improved to explain the actual implementation in more details (53).","In most cases, a change occurred in a comment update (113), while in a few cases (12) a new comment was added. For updates, which were in most cases closely related to an inconsistency, we observed three main reasons why developers updated comments: (i) the comment was wrong before (35) (i.e., it was already wrong when it was first added, or it became outdated after a change), (ii) they updated the comment together/following a new implementation (25), (iii) they wanted to explain the actual implementation (53) in more detail.",41.86391509433963,14.003490566037737,19.975150602409656,20.78295180722892
R_x3frHDHnq8LQsQp,5eb23455deb70a6af2250d84,Strongly agree,PhD,False,-21.888764491929976,6.779461241191182,"In most cases, the change occurred in the form of a comment update (113), while in a few cases (12) a new comment was added. We observed three main reasons why developers update comments: (i) the comment wrongly describes the application logic (35), due to an error done when the comment was written in the first place or to an inconsistency introduced during the code evolution (in these cases we were not able to trace back to the specific cause of the problem); (ii) the comment needs to be updated as a consequence of a new implementation logic (25); (iii) the comment is improved to explain the actual implementation in more details (53).","In most cases, a change occurred in a comment update (113), while in a few cases (12) a new comment was added. For updates, which were in most cases closely related to an inconsistency, we observed three main reasons why developers updated comments: (i) the comment was wrong before (35) (i.e., it was already wrong when it was first added, or it became outdated after a change), (ii) they updated the comment together/following a new implementation (25), (iii) they wanted to explain the actual implementation (53) in more detail.",41.86391509433963,14.003490566037737,19.975150602409656,20.78295180722892
R_1rdCf8KahWgDe0e,5eb23455deb70a6af2250d84,Somewhat agree,Bachelor's degree,True,-21.888764491929976,6.779461241191182,"In most cases, the change occurred in the form of a comment update (113), while in a few cases (12) a new comment was added. We observed three main reasons why developers update comments: (i) the comment wrongly describes the application logic (35), due to an error done when the comment was written in the first place or to an inconsistency introduced during the code evolution (in these cases we were not able to trace back to the specific cause of the problem); (ii) the comment needs to be updated as a consequence of a new implementation logic (25); (iii) the comment is improved to explain the actual implementation in more details (53).","In most cases, a change occurred in a comment update (113), while in a few cases (12) a new comment was added. For updates, which were in most cases closely related to an inconsistency, we observed three main reasons why developers updated comments: (i) the comment was wrong before (35) (i.e., it was already wrong when it was first added, or it became outdated after a change), (ii) they updated the comment together/following a new implementation (25), (iii) they wanted to explain the actual implementation (53) in more detail.",41.86391509433963,14.003490566037737,19.975150602409656,20.78295180722892
R_1qe49WBdYQHVIC0,5eb234b5deb70a6af225d7d1,Somewhat agree,PhD,False,-27.932371794871813,7.001353276353278,"Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches and (empirical) studies. In the following, we summarize the closest ones to ours.","Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches for manual and automated documentation, and (empirical) studies aimed at investigation different aspects such as documentation issues, developer concerns, among other. In the following, we summarize the closest ones to our with special emphasis on the empirical studies.",8.265833333333376,15.460185185185185,-19.666538461538437,22.461538461538463
R_3rSYx78iHZJXiHP,5eb234b5deb70a6af225d7d1,Somewhat disagree,Master's degree,False,-27.932371794871813,7.001353276353278,"Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches and (empirical) studies. In the following, we summarize the closest ones to ours.","Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches for manual and automated documentation, and (empirical) studies aimed at investigation different aspects such as documentation issues, developer concerns, among other. In the following, we summarize the closest ones to our with special emphasis on the empirical studies.",8.265833333333376,15.460185185185185,-19.666538461538437,22.461538461538463
R_vBNcuWBjpxCxW2l,5eb234b5deb70a6af225d7d1,Somewhat agree,PhD,True,-27.932371794871813,7.001353276353278,"Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches and (empirical) studies. In the following, we summarize the closest ones to ours.","Previous studies have investigated software documentation from different aspects, mainly focusing on tools & approaches for manual and automated documentation, and (empirical) studies aimed at investigation different aspects such as documentation issues, developer concerns, among other. In the following, we summarize the closest ones to our with special emphasis on the empirical studies.",8.265833333333376,15.460185185185185,-19.666538461538437,22.461538461538463
R_1qe49WBdYQHVIC0,5eb23451deb70a6af224e429,Somewhat agree,PhD,False,-10.520253436426117,4.469201030927838,"However, the main purpose of those code refactoring/clean up tasks is to improve the code understandability. Variable and method renaming refactoring (i.e., renaming a variable or method to better reflect its functionality) is the most common way to make the code easier to comprehend. Also popular are code transformations aimed at replacing literal values with variables or splitting long functions through extract method refactoring. The latter allows not only to foster comprehensibility, but also the reusability of small code snippets.","However, the main purpose of those code refactoring/clean up tasks is to improve the code comprehensibility without touching any documentation. Variable and method renaming refactoring (i.e., renaming a variable or method to better fit its functionality) is the most common way to make the code easier to understand. Also, variable and method extract refactoring (i.e., replacing literal values or inner method code blocks by introducing new variables or methods) is a standard approach to not only avoid existing or potential redundant code, but also better present and explain the implementation logic of the extracted code snippets.",17.08125000000001,15.907500000000002,6.5609965635738945,20.37670103092784
R_UxojytqMVae2qtP,5eb23451deb70a6af224e429,Somewhat agree,Bachelor's degree,False,-10.520253436426117,4.469201030927838,"However, the main purpose of those code refactoring/clean up tasks is to improve the code understandability. Variable and method renaming refactoring (i.e., renaming a variable or method to better reflect its functionality) is the most common way to make the code easier to comprehend. Also popular are code transformations aimed at replacing literal values with variables or splitting long functions through extract method refactoring. The latter allows not only to foster comprehensibility, but also the reusability of small code snippets.","However, the main purpose of those code refactoring/clean up tasks is to improve the code comprehensibility without touching any documentation. Variable and method renaming refactoring (i.e., renaming a variable or method to better fit its functionality) is the most common way to make the code easier to understand. Also, variable and method extract refactoring (i.e., replacing literal values or inner method code blocks by introducing new variables or methods) is a standard approach to not only avoid existing or potential redundant code, but also better present and explain the implementation logic of the extracted code snippets.",17.08125000000001,15.907500000000002,6.5609965635738945,20.37670103092784
R_yBzrUpnniw4HCkp,5eb23451deb70a6af224e429,Somewhat agree,Master's degree,True,-10.520253436426117,4.469201030927838,"However, the main purpose of those code refactoring/clean up tasks is to improve the code understandability. Variable and method renaming refactoring (i.e., renaming a variable or method to better reflect its functionality) is the most common way to make the code easier to comprehend. Also popular are code transformations aimed at replacing literal values with variables or splitting long functions through extract method refactoring. The latter allows not only to foster comprehensibility, but also the reusability of small code snippets.","However, the main purpose of those code refactoring/clean up tasks is to improve the code comprehensibility without touching any documentation. Variable and method renaming refactoring (i.e., renaming a variable or method to better fit its functionality) is the most common way to make the code easier to understand. Also, variable and method extract refactoring (i.e., replacing literal values or inner method code blocks by introducing new variables or methods) is a standard approach to not only avoid existing or potential redundant code, but also better present and explain the implementation logic of the extracted code snippets.",17.08125000000001,15.907500000000002,6.5609965635738945,20.37670103092784
R_1qe49WBdYQHVIC0,5eb23451deb70a6af224d789,Somewhat agree,PhD,False,-24.218636363636392,6.607575757575756,"In addition to that, we used lexical patterns to identify candidate remedy commits. While these lexical patterns can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.","While the lexical pattern defined to automatically identify remedy commits can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.",25.795000000000044,14.630000000000003,1.5763636363636522,21.237575757575758
R_2Sf8jHwzSbFraR2,5eb23451deb70a6af224d789,Neither agree nor disagree,Professor,True,-24.218636363636392,6.607575757575756,"In addition to that, we used lexical patterns to identify candidate remedy commits. While these lexical patterns can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.","While the lexical pattern defined to automatically identify remedy commits can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.",25.795000000000044,14.630000000000003,1.5763636363636522,21.237575757575758
R_11i4q1oXXFExHeY,5eb23451deb70a6af224d789,Somewhat disagree,PhD,True,-24.218636363636392,6.607575757575756,"In addition to that, we used lexical patterns to identify candidate remedy commits. While these lexical patterns can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.","While the lexical pattern defined to automatically identify remedy commits can return false positives, these have been excluded in our study through manual validation, thus do not influencing our findings in any way.",25.795000000000044,14.630000000000003,1.5763636363636522,21.237575757575758
R_1qe49WBdYQHVIC0,5eb23455deb70a6af22507c3,Somewhat disagree,PhD,True,-13.70081672893312,3.691388542963887,"For instance, in a commit of QR Code generator a comment describing how an array element of the QR code is calculated was fixed (following a copy-paste mistake). In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases when the fix was in an example code inside the comment (see).","In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases in which the comment was fixed to update a code usage example reported in the comment and not aligned with the actual code implementation (see).",38.62530303030303,15.159090909090912,24.92448630136991,18.8504794520548
R_ZpEApncngPZN9Rf,5eb23455deb70a6af22507c3,Strongly agree,Master's degree,True,-13.70081672893312,3.691388542963887,"For instance, in a commit of QR Code generator a comment describing how an array element of the QR code is calculated was fixed (following a copy-paste mistake). In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases when the fix was in an example code inside the comment (see).","In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases in which the comment was fixed to update a code usage example reported in the comment and not aligned with the actual code implementation (see).",38.62530303030303,15.159090909090912,24.92448630136991,18.8504794520548
R_11i4q1oXXFExHeY,5eb23455deb70a6af22507c3,Strongly disagree,PhD,False,-13.70081672893312,3.691388542963887,"For instance, in a commit of QR Code generator a comment describing how an array element of the QR code is calculated was fixed (following a copy-paste mistake). In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases when the fix was in an example code inside the comment (see).","In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases in which the comment was fixed to update a code usage example reported in the comment and not aligned with the actual code implementation (see).",38.62530303030303,15.159090909090912,24.92448630136991,18.8504794520548
R_yBzrUpnniw4HCkp,5eb23455deb70a6af22507c3,Neither agree nor disagree,Master's degree,False,-13.70081672893312,3.691388542963887,"For instance, in a commit of QR Code generator a comment describing how an array element of the QR code is calculated was fixed (following a copy-paste mistake). In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases when the fix was in an example code inside the comment (see).","In WordPress for Android, the previously misleading comment of the ""getPath()"" method was replaced from ""descendants must implement this to send their specific request to the stats api"" to ""descendants must implement this to return their specific path to the stats rest api"". We also observed interesting cases in which the comment was fixed to update a code usage example reported in the comment and not aligned with the actual code implementation (see).",38.62530303030303,15.159090909090912,24.92448630136991,18.8504794520548
R_1qe49WBdYQHVIC0,5eb234b5deb70a6af225dbd8,Somewhat agree,PhD,False,-20.835000000000008,8.868333333333332,"Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is an insight into the types of documentation that practitioners perceive as useful when confronted with specific software engineering tasks. Therefore, we formulate our second RQ as:.","Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is a study with practitioners to understand what types of documentation they perceive as useful when confronted with specific software engineering tasks, to answer our second RQ:.",11.512500000000017,17.615833333333335,-9.322499999999991,26.484166666666667
R_3rSYx78iHZJXiHP,5eb234b5deb70a6af225dbd8,Strongly disagree,Master's degree,False,-20.835000000000008,8.868333333333332,"Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is an insight into the types of documentation that practitioners perceive as useful when confronted with specific software engineering tasks. Therefore, we formulate our second RQ as:.","Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is a study with practitioners to understand what types of documentation they perceive as useful when confronted with specific software engineering tasks, to answer our second RQ:.",11.512500000000017,17.615833333333335,-9.322499999999991,26.484166666666667
R_ZpEApncngPZN9Rf,5eb234b5deb70a6af225dbd8,Strongly disagree,Master's degree,False,-20.835000000000008,8.868333333333332,"Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is an insight into the types of documentation that practitioners perceive as useful when confronted with specific software engineering tasks. Therefore, we formulate our second RQ as:.","Moreover, since our goal is to further research in the context of documentation recommender systems, the second contribution of this paper is a study with practitioners to understand what types of documentation they perceive as useful when confronted with specific software engineering tasks, to answer our second RQ:.",11.512500000000017,17.615833333333335,-9.322499999999991,26.484166666666667
R_1qe49WBdYQHVIC0,5eb234c6deb70a6af2261c0c,Somewhat agree,PhD,False,-10.805294117647009,5.97882352941177,"Common Solution: Writing script was the most adopted solution regarding the automatic documentation deployment. Concerning the missing features there was no specific solution and individuals usually were pointed to different possible alternatives (e.g.,).","Common Solution: Writing script is the most adopted solution regarding the automatic documentation deployment, while regarding the missing features there was no common solution (if any) and individuals usually points to different possible alternatives (e.g.,).",-20.905,20.15,-31.71029411764701,26.12882352941177
R_2Sf8jHwzSbFraR2,5eb234c6deb70a6af2261c0c,Somewhat agree,Professor,True,-10.805294117647009,5.97882352941177,"Common Solution: Writing script was the most adopted solution regarding the automatic documentation deployment. Concerning the missing features there was no specific solution and individuals usually were pointed to different possible alternatives (e.g.,).","Common Solution: Writing script is the most adopted solution regarding the automatic documentation deployment, while regarding the missing features there was no common solution (if any) and individuals usually points to different possible alternatives (e.g.,).",-20.905,20.15,-31.71029411764701,26.12882352941177
R_ZpEApncngPZN9Rf,5eb234c6deb70a6af2261c0c,Somewhat agree,Master's degree,False,-10.805294117647009,5.97882352941177,"Common Solution: Writing script was the most adopted solution regarding the automatic documentation deployment. Concerning the missing features there was no specific solution and individuals usually were pointed to different possible alternatives (e.g.,).","Common Solution: Writing script is the most adopted solution regarding the automatic documentation deployment, while regarding the missing features there was no common solution (if any) and individuals usually points to different possible alternatives (e.g.,).",-20.905,20.15,-31.71029411764701,26.12882352941177
R_2sbbcOtHAuRI4I9,5eb234c6deb70a6af2261c0c,Neither agree nor disagree,PhD,True,-10.805294117647009,5.97882352941177,"Common Solution: Writing script was the most adopted solution regarding the automatic documentation deployment. Concerning the missing features there was no specific solution and individuals usually were pointed to different possible alternatives (e.g.,).","Common Solution: Writing script is the most adopted solution regarding the automatic documentation deployment, while regarding the missing features there was no common solution (if any) and individuals usually points to different possible alternatives (e.g.,).",-20.905,20.15,-31.71029411764701,26.12882352941177
